ds,dia_semana,mes,semana_anyo,trimestre,dia_mes,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,es_lunes,es_fin_semana,es_inicio_mes,temporada_gripe,temporada_calor,vuelta_al_cole,es_festivo,es_post_festivo,es_vispera,es_puente,dias_desde_festivo,tmax,tmin,tmed,prec,velmedia,frio_extremo,frio_moderado,calor_extremo,lluvia_alta,lluvia_moderada,ola_calor,amplitud_termica,semana_gripe_alta,semana_tramites_alta,n_eventos_dia,evento_masivo,partido_barca_casa,y
2022-10-23,6,10,42,4,23,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,11,24.6,16.3,20.5,0.0,11.2,0,0,0,0,0,0,8.3,0,0,0,0,0,41.8
2022-10-24,0,10,43,4,24,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,12,25.8,17.2,21.5,0.0,18.5,0,0,0,0,0,0,8.600000000000001,0,0,0,0,0,60.5
2022-10-25,1,10,43,4,25,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,13,24.5,15.2,19.8,0.1,13.3,0,0,0,0,0,0,9.3,0,0,0,0,0,59.4
2022-10-26,2,10,43,4,26,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,14,25.3,15.7,20.5,0.0,12.2,0,0,0,0,0,0,9.600000000000001,0,0,0,0,0,56.5
2022-10-27,3,10,43,4,27,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,15,23.0,16.6,19.8,0.0,13.9,0,0,0,0,0,0,6.399999999999999,0,0,0,0,0,56.4
2022-10-28,4,10,43,4,28,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,16,21.9,16.0,19.0,0.0,10.4,0,0,0,0,0,0,5.899999999999999,0,0,0,0,0,55.8
2022-10-29,5,10,43,4,29,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,17,21.6,15.9,18.8,0.0,12.6,0,0,0,0,0,0,5.700000000000001,0,0,0,0,0,45.5
2022-10-30,6,10,43,4,30,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,18,21.8,15.4,18.6,0.0,10.9,0,0,0,0,0,0,6.4,0,0,0,0,0,37.4
2022-10-31,0,10,44,4,31,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,1,0,19,22.6,16.1,19.4,0.1,16.9,0,0,0,0,0,0,6.5,0,0,0,0,0,59.8
2022-11-01,1,11,44,4,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,1,1,0,0,1,0,0,0,0,22.3,14.9,18.6,0.9,18.6,0,0,0,0,0,0,7.4,0,0,0,0,0,44.1
2022-11-02,2,11,44,4,2,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,1,1,0,0,0,1,0,0,1,22.0,14.7,18.4,0.0,13.5,0,0,0,0,0,0,7.300000000000001,0,0,0,0,0,69.3
2022-11-03,3,11,44,4,3,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,1,1,0,0,0,0,0,0,2,21.1,14.8,18.0,0.4,19.4,0,0,0,0,0,0,6.300000000000001,0,0,1,0,0,54.5
2022-11-04,4,11,44,4,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,3,20.7,11.8,16.2,0.0,29.6,0,0,0,0,0,0,8.899999999999999,0,0,0,0,0,57.6
2022-11-05,5,11,44,4,5,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,4,19.7,11.4,15.6,0.0,19.5,0,0,0,0,0,0,8.299999999999999,0,0,1,0,0,50.1
2022-11-06,6,11,44,4,6,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,5,21.3,9.2,15.2,0.0,19.1,0,1,0,0,0,0,12.100000000000001,0,0,0,0,0,47.5
2022-11-07,0,11,45,4,7,0.0,1.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,0,6,20.9,10.8,15.8,0.0,16.8,0,0,0,0,0,0,10.099999999999998,0,0,0,0,0,66.7
2022-11-08,1,11,45,4,8,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,7,21.7,11.9,16.8,0.0,18.7,0,0,0,0,0,0,9.799999999999999,0,0,0,0,0,56.4
2022-11-09,2,11,45,4,9,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,8,23.3,13.3,18.3,1.2,14.8,0,0,0,0,0,0,10.0,0,0,0,0,0,56.7
2022-11-10,3,11,45,4,10,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,9,19.6,13.6,16.6,4.5,14.3,0,0,0,0,0,0,6.000000000000002,0,0,0,0,0,52.8
2022-11-11,4,11,45,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,10,21.0,12.1,16.6,0.0,22.8,0,0,0,0,0,0,8.9,0,0,0,0,0,53.2
2022-11-12,5,11,45,4,12,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,11,20.3,15.2,17.8,1.6,18.0,0,0,0,0,0,0,5.100000000000001,0,0,0,0,0,46.6
2022-11-13,6,11,45,4,13,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,12,20.0,12.4,16.2,0.9,13.5,0,0,0,0,0,0,7.6,0,0,0,0,0,45.0
2022-11-14,0,11,46,4,14,0.0,1.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,0,13,21.0,14.4,17.7,7.0,17.1,0,0,0,0,1,0,6.6,0,0,0,0,0,61.5
2022-11-15,1,11,46,4,15,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,14,22.4,13.8,18.1,0.1,21.3,0,0,0,0,0,0,8.599999999999998,0,0,0,0,0,56.2
2022-11-16,2,11,46,4,16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,15,20.5,13.1,16.8,0.0,17.6,0,0,0,0,0,0,7.4,0,0,0,0,0,51.9
2022-11-17,3,11,46,4,17,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,16,22.0,15.7,18.8,0.0,14.6,0,0,0,0,0,0,6.300000000000001,0,0,0,0,0,54.8
2022-11-18,4,11,46,4,18,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,17,15.8,12.0,13.9,9.9,17.8,0,0,0,0,1,0,3.8000000000000007,0,0,0,0,0,53.8
2022-11-19,5,11,46,4,19,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,18,16.3,8.4,12.4,3.4,18.6,0,1,0,0,0,0,7.9,0,0,0,0,0,53.1
2022-11-20,6,11,46,4,20,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,19,16.8,6.2,11.5,0.0,13.7,0,1,0,0,0,0,10.600000000000001,0,0,0,0,0,47.6
2022-11-21,0,11,47,4,21,0.0,1.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,0,20,15.9,10.0,13.0,5.1,16.3,0,1,0,0,1,0,5.9,0,0,0,0,0,58.5
2022-11-22,1,11,47,4,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,21,13.8,8.8,11.3,0.0,35.6,0,1,0,0,0,0,5.0,0,0,0,0,0,60.3
2022-11-23,2,11,47,4,23,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,22,21.1,11.1,16.1,0.0,16.6,0,0,0,0,0,0,10.000000000000002,0,0,0,0,0,53.8
2022-11-24,3,11,47,4,24,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,23,17.8,11.4,14.6,0.6,13.6,0,0,0,0,0,0,6.4,0,0,0,0,0,56.0
2022-11-25,4,11,47,4,25,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,24,16.7,8.3,12.5,18.4,11.8,0,1,0,1,0,0,8.399999999999999,0,0,0,0,0,67.5
2022-11-26,5,11,47,4,26,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,25,17.5,8.2,12.8,0.0,15.8,0,1,0,0,0,0,9.3,0,0,0,0,0,45.2
2022-11-27,6,11,47,4,27,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,1,0,1,0,0,0,0,0,0,26,16.2,6.5,11.4,0.0,12.6,0,1,0,0,0,0,9.7,0,0,0,0,0,47.7
2022-11-28,0,11,48,4,28,0.0,1.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,0,27,14.1,7.7,10.9,3.3,12.1,0,1,0,0,0,0,6.3999999999999995,0,0,0,0,0,64.2
2022-11-29,1,11,48,4,29,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,28,15.3,6.8,11.0,0.0,13.8,0,1,0,0,0,0,8.5,0,0,0,0,0,63.2
2022-11-30,2,11,48,4,30,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,29,13.9,5.4,9.6,0.2,12.3,0,1,0,0,0,0,8.5,0,0,0,0,0,59.5
2022-12-01,3,12,48,4,1,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,0,1,1,0,0,0,0,0,0,30,14.0,6.6,10.3,0.5,17.3,0,1,0,0,0,0,7.4,0,0,0,0,0,58.6
2022-12-02,4,12,48,4,2,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,1,1,0,0,0,0,0,0,31,13.6,5.6,9.6,0.0,15.5,0,1,0,0,0,0,8.0,0,0,0,0,0,62.4
2022-12-03,5,12,48,4,3,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,1,1,0,0,0,0,0,0,32,13.7,3.2,8.4,0.0,13.5,1,0,0,0,0,0,10.5,0,0,0,0,0,54.8
2022-12-04,6,12,48,4,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,0,33,13.4,5.3,9.4,3.4,11.3,0,1,0,0,0,0,8.100000000000001,0,0,0,0,0,53.2
2022-12-05,0,12,49,4,5,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,0,0,1,0,34,14.5,4.1,9.3,0.0,13.1,1,0,0,0,0,0,10.4,0,1,0,0,0,76.5
2022-12-06,1,12,49,4,6,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,1,0,0,0,0,14.4,7.0,10.7,0.0,8.7,0,1,0,0,0,0,7.4,0,1,0,0,0,57.3
2022-12-07,2,12,49,4,7,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,1,1,0,1,14.3,7.2,10.8,0.0,9.2,0,1,0,0,0,0,7.1000000000000005,0,1,0,0,0,72.5
2022-12-08,3,12,49,4,8,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,1,0,0,0,0,12.9,7.1,10.0,3.8,7.9,0,1,0,0,0,0,5.800000000000001,0,1,0,0,0,46.6
2022-12-09,4,12,49,4,9,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,1,0,0,1,18.1,10.0,14.0,3.0,13.0,0,1,0,0,0,0,8.100000000000001,0,1,0,0,0,63.0
2022-12-10,5,12,49,4,10,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,0,2,14.1,5.1,9.6,2.0,17.4,0,1,0,0,0,0,9.0,0,1,0,0,0,48.2
2022-12-11,6,12,49,4,11,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,0,3,10.6,4.0,7.3,0.3,13.5,1,0,0,0,0,0,6.6,0,1,0,0,0,48.5
2022-12-12,0,12,50,4,12,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,0,0,0,0,4,11.4,4.4,7.9,4.3,12.0,1,0,0,0,0,0,7.0,0,1,0,0,0,73.6
2022-12-13,1,12,50,4,13,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,5,15.6,9.2,12.4,5.1,12.0,0,1,0,0,1,0,6.4,0,1,0,0,0,67.3
2022-12-14,2,12,50,4,14,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,6,16.8,9.9,13.4,2.7,12.0,0,1,0,0,0,0,6.9,0,1,0,0,0,57.4
2022-12-15,3,12,50,4,15,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,7,17.9,9.6,13.8,6.1,13.1,0,1,0,0,1,0,8.299999999999999,0,1,0,0,0,64.7
2022-12-16,4,12,50,4,16,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,8,16.2,8.5,12.4,0.0,14.3,0,1,0,0,0,0,7.699999999999999,0,1,0,0,0,61.9
2022-12-17,5,12,50,4,17,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,0,9,13.6,8.1,10.8,0.0,10.7,0,1,0,0,0,0,5.5,0,1,0,0,0,54.0
2022-12-18,6,12,50,4,18,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,0,10,15.2,6.2,10.7,0.0,12.8,0,1,0,0,0,0,9.0,0,1,0,0,0,54.8
2022-12-19,0,12,51,4,19,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,0,0,0,0,11,16.6,8.8,12.7,0.0,14.6,0,1,0,0,0,0,7.800000000000001,0,1,0,0,0,70.9
2022-12-20,1,12,51,4,20,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,12,16.5,10.2,13.4,0.0,15.1,0,0,0,0,0,0,6.300000000000001,0,1,0,0,0,60.7
2022-12-21,2,12,51,4,21,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,13,17.7,9.1,13.4,5.2,15.9,0,1,0,0,1,0,8.6,0,1,0,0,0,60.6
2022-12-22,3,12,51,4,22,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,14,18.4,8.9,13.6,0.0,16.3,0,1,0,0,0,0,9.499999999999998,0,1,0,0,0,54.4
2022-12-23,4,12,51,4,23,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,15,19.7,12.0,15.8,0.0,18.6,0,0,0,0,0,0,7.699999999999999,0,1,0,0,0,58.2
2022-12-24,5,12,51,4,24,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,0,16,19.2,9.8,14.5,0.0,13.7,0,1,0,0,0,0,9.399999999999999,0,1,0,0,0,53.0
2022-12-25,6,12,51,4,25,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,1,1,17,19.0,8.2,13.6,0.0,12.8,0,1,0,0,0,0,10.8,0,1,0,0,0,49.5
2022-12-26,0,12,52,4,26,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,1,0,0,0,0,20.5,8.3,14.4,0.0,11.3,0,1,0,0,0,0,12.2,0,1,0,0,0,54.2
2022-12-27,1,12,52,4,27,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,1,0,0,1,17.6,6.9,12.2,0.0,11.9,0,1,0,0,0,0,10.700000000000001,0,1,0,0,0,72.5
2022-12-28,2,12,52,4,28,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,2,16.2,7.6,11.9,0.0,15.4,0,1,0,0,0,0,8.6,0,1,0,0,0,61.4
2022-12-29,3,12,52,4,29,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,3,17.9,5.8,11.8,0.0,14.0,0,1,0,0,0,0,12.099999999999998,0,1,0,0,0,58.9
2022-12-30,4,12,52,4,30,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,1,0,0,0,0,0,0,4,18.6,9.6,14.1,0.0,14.8,0,1,0,0,0,0,9.000000000000002,0,1,0,0,0,63.8
2022-12-31,5,12,52,4,31,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,1,1,5,18.6,9.0,13.8,0.0,12.6,0,1,0,0,0,0,9.600000000000001,0,1,0,0,0,57.6
2023-01-01,6,1,52,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,1,1,0,0,1,0,0,0,0,15.8,6.6,11.2,0.0,7.2,0,1,0,0,0,0,9.200000000000001,0,1,2,0,0,39.8
2023-01-02,0,1,1,1,2,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,1,1,0,0,0,1,0,0,1,15.1,6.0,10.6,0.0,8.3,0,1,0,0,0,0,9.1,0,1,1,0,0,86.6
2023-01-03,1,1,1,1,3,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,1,0,0,0,0,0,0,2,15.9,7.8,11.8,0.1,9.4,0,1,0,0,0,0,8.100000000000001,0,1,0,0,0,69.3
2023-01-04,2,1,1,1,4,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,3,15.8,7.1,11.4,0.0,10.0,0,1,0,0,0,0,8.700000000000001,0,1,0,0,0,67.0
2023-01-05,3,1,1,1,5,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,1,0,4,15.9,5.2,10.6,0.0,12.0,0,1,0,0,0,0,10.7,0,1,0,0,0,71.0
2023-01-06,4,1,1,1,6,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,1,0,0,0,0,13.8,4.4,9.1,0.0,11.2,1,0,0,0,0,0,9.4,0,1,1,0,0,58.9
2023-01-07,5,1,1,1,7,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,1,0,1,1,14.0,4.2,9.1,0.0,16.3,1,0,0,0,0,0,9.8,0,1,0,0,0,71.9
2023-01-08,6,1,1,1,8,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,2,14.8,7.8,11.3,0.6,18.6,0,1,0,0,0,0,7.000000000000001,0,1,0,0,0,54.7
2023-01-09,0,1,2,1,9,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,3,16.1,6.6,11.4,0.0,23.0,0,1,0,0,0,0,9.500000000000002,1,1,0,0,0,77.5
2023-01-10,1,1,2,1,10,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,4,13.7,5.4,9.6,0.0,15.6,0,1,0,0,0,0,8.299999999999999,1,1,0,0,0,76.2
2023-01-11,2,1,2,1,11,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,5,16.4,5.5,11.0,0.0,18.7,0,1,0,0,0,0,10.899999999999999,1,1,0,0,0,68.9
2023-01-12,3,1,2,1,12,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,6,14.9,6.1,10.5,0.0,14.2,0,1,0,0,0,0,8.8,1,1,0,0,0,71.2
2023-01-13,4,1,2,1,13,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,7,15.5,6.3,10.9,0.0,14.8,0,1,0,0,0,0,9.2,1,1,0,0,0,73.6
2023-01-14,5,1,2,1,14,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,8,16.9,4.3,10.6,0.0,15.8,1,0,0,0,0,0,12.599999999999998,1,1,0,0,0,65.9
2023-01-15,6,1,2,1,15,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,9,15.8,7.1,11.4,0.7,27.9,0,1,0,0,0,0,8.700000000000001,1,1,0,0,0,57.7
2023-01-16,0,1,3,1,16,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,10,15.1,5.2,10.2,1.1,28.9,0,1,0,0,0,0,9.899999999999999,1,1,0,0,0,73.7
2023-01-17,1,1,3,1,17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,11,15.2,7.8,11.5,0.1,32.1,0,1,0,0,0,0,7.3999999999999995,1,1,0,0,0,73.5
2023-01-18,2,1,3,1,18,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,12,11.6,5.4,8.5,0.0,29.6,0,1,0,0,0,0,6.199999999999999,1,1,0,0,0,72.6
2023-01-19,3,1,3,1,19,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,13,12.1,3.5,7.8,0.0,29.0,1,0,0,0,0,0,8.6,1,1,0,0,0,76.1
2023-01-20,4,1,3,1,20,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,14,13.9,2.7,8.3,0.0,23.0,1,0,0,0,0,0,11.2,1,1,0,0,0,75.5
2023-01-21,5,1,3,1,21,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,15,11.2,1.5,6.4,0.0,24.2,1,0,0,0,0,0,9.7,1,1,0,0,0,70.3
2023-01-22,6,1,3,1,22,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,16,12.0,0.7,6.4,0.0,20.4,1,0,0,0,0,0,11.3,1,1,0,0,0,59.4
2023-01-23,0,1,4,1,23,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,17,8.7,-0.3,4.2,0.0,11.3,1,0,0,0,0,0,9.0,1,1,0,0,0,87.6
2023-01-24,1,1,4,1,24,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,18,8.2,2.8,5.5,0.8,9.9,1,0,0,0,0,0,5.3999999999999995,1,1,0,0,0,81.4
2023-01-25,2,1,4,1,25,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,19,14.6,3.4,9.0,0.3,14.2,1,0,0,0,0,0,11.2,1,1,0,0,0,75.2
2023-01-26,3,1,4,1,26,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,20,10.3,1.1,5.7,0.0,13.9,1,0,0,0,0,0,9.200000000000001,1,1,0,0,0,80.9
2023-01-27,4,1,4,1,27,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,21,10.1,2.5,6.3,0.2,20.5,1,0,0,0,0,0,7.6,1,1,0,0,0,75.0
2023-01-28,5,1,4,1,28,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,22,9.7,3.3,6.5,1.7,14.9,1,0,0,0,0,0,6.3999999999999995,1,1,0,0,0,69.3
2023-01-29,6,1,4,1,29,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,0,23,10.8,1.8,6.3,0.1,10.5,1,0,0,0,0,0,9.0,1,1,0,0,0,65.0
2023-01-30,0,1,5,1,30,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,0,24,12.2,1.7,7.0,0.0,16.6,1,0,0,0,0,0,10.5,1,1,0,0,0,82.7
2023-01-31,1,1,5,1,31,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,25,13.7,2.1,7.9,0.0,16.2,1,0,0,0,0,0,11.6,1,1,0,0,0,84.3
2023-02-01,2,2,5,1,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,1,1,0,0,0,0,0,0,26,13.9,2.2,8.0,0.0,12.6,1,0,0,0,0,0,11.7,1,1,0,0,0,72.0
2023-02-02,3,2,5,1,2,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,1,1,0,0,0,0,0,0,27,16.0,3.5,9.8,0.0,13.2,1,0,0,0,0,0,12.5,1,1,0,0,0,72.2
2023-02-03,4,2,5,1,3,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,1,1,0,0,0,0,0,0,28,15.9,3.3,9.6,0.0,14.9,1,0,0,0,0,0,12.600000000000001,1,1,0,0,0,75.0
2023-02-04,5,2,5,1,4,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,29,22.0,3.7,12.8,0.0,13.6,1,0,0,0,0,0,18.3,1,1,0,0,0,62.4
2023-02-05,6,2,5,1,5,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,30,16.1,4.2,10.2,0.0,16.6,1,0,0,0,0,0,11.900000000000002,1,1,0,0,0,61.0
2023-02-06,0,2,6,1,6,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,0,31,10.5,7.2,8.8,0.4,31.8,0,1,0,0,0,0,3.3,1,0,0,0,0,77.3
2023-02-07,1,2,6,1,7,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,32,10.1,7.1,8.6,33.5,42.5,0,1,0,1,0,0,3.0,1,0,0,0,0,73.8
