ds,dia_semana,mes,semana_anyo,trimestre,dia_mes,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,es_lunes,es_fin_semana,es_inicio_mes,temporada_gripe,temporada_calor,vuelta_al_cole,es_festivo,es_post_festivo,es_vispera,es_puente,dias_desde_festivo,tmax,tmin,tmed,prec,velmedia,frio_extremo,frio_moderado,calor_extremo,lluvia_alta,lluvia_moderada,ola_calor,amplitud_termica,semana_gripe_alta,semana_tramites_alta,n_eventos_dia,evento_masivo,partido_barca_casa,y
2018-04-20,4,4,16,2,20,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,18,20.2,11.3,15.8,0.0,10.2,0,0,0,0,0,0,8.899999999999999,0,0,0,0,0,50.7
2018-04-21,5,4,16,2,21,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,19,21.8,11.1,16.4,0.0,13.2,0,0,0,0,0,0,10.700000000000001,0,0,0,0,0,37.4
2018-04-22,6,4,16,2,22,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,20,21.5,11.8,16.6,0.0,18.3,0,0,0,0,0,0,9.7,0,0,0,0,0,40.1
2018-04-23,0,4,17,2,23,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,0,21,20.8,11.1,16.0,0.0,13.7,0,0,0,0,0,0,9.700000000000001,0,0,0,0,0,55.1
2018-04-24,1,4,17,2,24,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,22,22.4,13.1,17.8,0.0,12.6,0,0,0,0,0,0,9.299999999999999,0,0,0,0,0,59.3
2018-04-25,2,4,17,2,25,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,23,20.5,12.9,16.7,0.0,14.7,0,0,0,0,0,0,7.6,0,0,0,0,0,49.4
2018-04-26,3,4,17,2,26,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,24,19.8,14.1,17.0,0.0,18.5,0,0,0,0,0,0,5.700000000000001,0,0,0,0,0,49.9
2018-04-27,4,4,17,2,27,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,25,21.4,12.8,17.1,1.1,19.8,0,0,0,0,0,0,8.599999999999998,0,0,0,0,0,50.9
2018-04-28,5,4,17,2,28,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,26,19.5,14.1,16.8,0.6,15.1,0,0,0,0,0,0,5.4,0,0,0,0,0,39.6
2018-04-29,6,4,17,2,29,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,27,17.9,12.5,15.2,3.1,29.0,0,0,0,0,0,0,5.399999999999999,0,0,0,0,0,43.6
2018-04-30,0,4,18,2,30,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,1,0,28,17.6,9.9,13.8,0.0,24.2,0,1,0,0,0,0,7.700000000000001,0,0,0,0,0,62.8
2018-05-01,1,5,18,2,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,1,0,0,0,0,15.4,10.0,12.7,6.8,17.0,0,1,0,0,1,0,5.4,0,0,0,0,0,43.5
2018-05-02,2,5,18,2,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,1,0,0,1,17.9,7.6,12.8,0.0,20.5,0,1,0,0,0,0,10.299999999999999,0,0,0,0,0,54.2
2018-05-03,3,5,18,2,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,1,0,0,0,0,0,0,0,2,22.1,10.0,16.0,0.2,13.1,0,1,0,0,0,0,12.100000000000001,0,0,0,0,0,51.7
2018-05-04,4,5,18,2,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,3,18.4,12.8,15.6,1.9,19.3,0,0,0,0,0,0,5.599999999999998,0,0,0,0,0,45.2
2018-05-05,5,5,18,2,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,4,21.0,13.7,17.4,7.7,14.2,0,0,0,0,1,0,7.300000000000001,0,0,0,0,0,44.4
2018-05-06,6,5,18,2,6,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,5,21.7,13.2,17.4,0.4,11.2,0,0,0,0,0,0,8.5,0,0,0,0,0,45.5
2018-05-07,0,5,19,2,7,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,6,21.8,14.8,18.3,0.6,16.9,0,0,0,0,0,0,7.0,0,0,0,0,0,50.2
2018-05-08,1,5,19,2,8,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,7,20.4,15.2,17.8,1.6,13.7,0,0,0,0,0,0,5.199999999999999,0,0,0,0,0,48.7
2018-05-09,2,5,19,2,9,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,8,19.9,13.2,16.5,7.5,12.7,0,0,0,0,1,0,6.699999999999999,0,0,0,0,0,49.7
2018-05-10,3,5,19,2,10,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,9,18.1,14.9,16.5,0.9,16.5,0,0,0,0,0,0,3.200000000000001,0,0,0,0,0,46.0
2018-05-11,4,5,19,2,11,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,10,20.8,13.3,17.0,0.0,27.9,0,0,0,0,0,0,7.5,0,0,0,0,0,44.7
2018-05-12,5,5,19,2,12,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,11,18.6,13.0,15.8,3.5,28.9,0,0,0,0,0,0,5.600000000000001,0,0,0,0,0,42.0
2018-05-13,6,5,19,2,13,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,12,18.1,11.0,14.6,14.4,24.0,0,0,0,0,1,0,7.100000000000001,0,0,0,0,0,36.5
2018-05-14,0,5,20,2,14,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,13,17.2,9.5,13.4,0.1,18.6,0,1,0,0,0,0,7.699999999999999,0,0,0,0,0,57.3
2018-05-15,1,5,20,2,15,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,14,23.7,10.4,17.0,0.0,14.8,0,0,0,0,0,0,13.299999999999999,0,0,0,0,0,47.6
2018-05-16,2,5,20,2,16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,15,19.1,12.7,15.9,0.0,13.2,0,0,0,0,0,0,6.400000000000002,0,0,0,0,0,53.1
2018-05-17,3,5,20,2,17,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,16,21.7,14.5,18.1,0.1,16.5,0,0,0,0,0,0,7.199999999999999,0,0,0,0,0,45.2
2018-05-18,4,5,20,2,18,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,17,19.7,15.0,17.4,0.1,12.9,0,0,0,0,0,0,4.699999999999999,0,0,0,0,0,48.4
2018-05-19,5,5,20,2,19,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,18,22.4,13.5,18.0,0.6,13.5,0,0,0,0,0,0,8.899999999999999,0,0,0,0,0,44.2
2018-05-20,6,5,20,2,20,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,19,22.3,14.7,18.5,0.2,11.6,0,0,0,0,0,0,7.600000000000001,0,0,0,0,0,35.3
2018-05-21,0,5,21,2,21,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,20,20.4,14.0,17.2,0.0,11.9,0,0,0,0,0,0,6.399999999999999,0,0,0,0,0,53.9
2018-05-22,1,5,21,2,22,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,21,21.9,14.1,18.0,1.1,11.7,0,0,0,0,0,0,7.799999999999999,0,0,0,0,0,54.3
2018-05-23,2,5,21,2,23,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,22,22.4,15.4,18.9,0.0,20.1,0,0,0,0,0,0,6.999999999999998,0,0,0,0,0,43.6
2018-05-24,3,5,21,2,24,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,23,22.6,15.9,19.2,0.0,15.0,0,0,0,0,0,0,6.700000000000001,0,0,0,0,0,48.1
2018-05-25,4,5,21,2,25,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,24,23.2,16.4,19.8,0.0,25.8,0,0,0,0,0,0,6.800000000000001,0,0,0,0,0,50.2
2018-05-26,5,5,21,2,26,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,25,22.5,17.1,19.8,1.1,26.3,0,0,0,0,0,0,5.399999999999999,0,0,0,0,0,44.1
2018-05-27,6,5,21,2,27,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,0,0,0,26,23.8,16.9,20.4,0.0,28.2,0,0,0,0,0,0,6.900000000000002,0,0,0,0,0,35.2
2018-05-28,0,5,22,2,28,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,0,0,27,21.5,16.4,19.0,8.4,23.9,0,0,0,0,1,0,5.100000000000001,0,0,0,0,0,50.3
2018-05-29,1,5,22,2,29,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,28,22.4,16.5,19.4,3.7,18.8,0,0,0,0,0,0,5.899999999999999,0,0,1,0,0,51.9
2018-05-30,2,5,22,2,30,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,29,20.7,16.8,18.8,16.6,12.3,0,0,0,1,0,0,3.8999999999999986,0,0,0,0,0,52.2
2018-05-31,3,5,22,2,31,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,30,21.2,15.1,18.2,0.0,12.1,0,0,0,0,0,0,6.1,0,0,0,0,0,48.3
2018-06-01,4,6,22,2,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,0,0,0,0,31,22.7,16.8,19.8,0.3,13.7,0,0,0,0,0,0,5.899999999999999,0,0,0,0,0,49.4
2018-06-02,5,6,22,2,2,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,1,0,0,0,0,0,0,0,32,21.6,16.7,19.2,0.2,13.0,0,0,0,0,0,0,4.900000000000002,0,0,0,0,0,38.9
2018-06-03,6,6,22,2,3,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,1,0,0,0,0,0,0,0,33,20.8,16.5,18.6,20.4,23.4,0,0,0,1,0,0,4.300000000000001,0,0,0,0,0,41.1
2018-06-04,0,6,23,2,4,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,34,22.1,15.4,18.8,0.0,15.5,0,0,0,0,0,0,6.700000000000001,0,0,0,0,0,53.0
2018-06-05,1,6,23,2,5,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,35,22.9,17.2,20.0,5.2,19.9,0,0,0,0,1,0,5.699999999999999,0,0,0,0,0,48.1
2018-06-06,2,6,23,2,6,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,36,21.6,17.0,19.3,13.2,14.1,0,0,0,0,1,0,4.600000000000001,0,0,0,0,0,54.0
2018-06-07,3,6,23,2,7,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,37,20.5,14.9,17.7,3.4,10.2,0,0,0,0,0,0,5.6,0,0,0,0,0,47.9
2018-06-08,4,6,23,2,8,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,38,22.9,15.5,19.2,0.0,19.4,0,0,0,0,0,0,7.399999999999999,0,0,1,0,0,44.8
2018-06-09,5,6,23,2,9,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,39,24.0,16.3,20.2,0.0,16.2,0,0,0,0,0,0,7.699999999999999,0,0,0,0,0,42.9
2018-06-10,6,6,23,2,10,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,40,26.8,17.7,22.2,1.7,19.2,0,0,0,0,0,0,9.100000000000001,0,0,0,0,0,35.2
2018-06-11,0,6,24,2,11,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,41,26.8,18.6,22.7,0.4,22.5,0,0,0,0,0,0,8.2,0,0,0,0,0,54.4
2018-06-12,1,6,24,2,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,42,25.7,18.1,21.9,3.4,27.1,0,0,0,0,0,0,7.599999999999998,0,0,0,0,0,52.8
2018-06-13,2,6,24,2,13,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,43,26.5,16.0,21.2,0.0,13.0,0,0,0,0,0,0,10.5,0,0,0,0,0,45.0
2018-06-14,3,6,24,2,14,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,44,23.4,16.3,19.8,0.0,20.2,0,0,0,0,0,0,7.099999999999998,0,0,0,0,0,49.4
2018-06-15,4,6,24,2,15,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,45,23.7,16.5,20.1,0.0,16.0,0,0,0,0,0,0,7.199999999999999,0,0,0,0,0,49.6
2018-06-16,5,6,24,2,16,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,46,24.8,18.6,21.7,0.3,19.5,0,0,0,0,0,0,6.199999999999999,0,0,0,0,0,43.4
2018-06-17,6,6,24,2,17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,47,23.4,19.6,21.5,0.2,19.4,0,0,0,0,0,0,3.799999999999997,0,0,0,0,0,43.8
2018-06-18,0,6,25,2,18,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,0,0,0,48,26.2,18.0,22.1,0.0,17.6,0,0,0,0,0,0,8.2,0,0,0,0,0,51.3
2018-06-19,1,6,25,2,19,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,49,27.2,18.7,23.0,0.0,22.3,0,0,0,0,0,0,8.5,0,0,0,0,0,47.0
2018-06-20,2,6,25,2,20,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,50,27.6,18.7,23.2,0.0,13.3,0,0,0,0,0,0,8.900000000000002,0,0,0,0,0,44.8
2018-06-21,3,6,25,2,21,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,51,28.7,18.0,23.4,0.0,14.7,0,0,0,0,0,0,10.7,0,0,1,0,0,44.1
2018-06-22,4,6,25,2,22,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,52,28.3,21.7,25.0,0.0,21.6,0,0,0,0,0,0,6.600000000000001,0,0,0,0,0,48.1
2018-06-23,5,6,25,2,23,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,1,1,53,25.9,22.0,24.0,0.0,18.8,0,0,0,0,0,0,3.8999999999999986,0,0,0,0,0,44.0
2018-06-24,6,6,25,2,24,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,1,0,0,0,0,26.3,19.6,23.0,0.0,17.7,0,0,0,0,0,0,6.699999999999999,0,0,0,0,0,31.3
2018-06-25,0,6,26,2,25,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,0,1,0,0,1,26.2,21.0,23.6,0.0,20.0,0,0,0,0,0,0,5.199999999999999,0,0,0,0,0,60.8
2018-06-26,1,6,26,2,26,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,2,26.2,22.2,24.2,0.0,17.1,0,0,0,0,0,0,4.0,0,0,0,0,0,49.3
2018-06-27,2,6,26,2,27,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,3,29.8,20.3,25.0,0.0,23.2,0,0,0,0,0,0,9.5,0,0,0,0,0,51.8
2018-06-28,3,6,26,2,28,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,4,27.5,21.3,24.4,5.3,18.9,0,0,0,0,1,0,6.199999999999999,0,0,0,0,0,46.6
2018-06-29,4,6,26,2,29,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,5,26.4,21.1,23.8,1.8,17.8,0,0,0,0,0,0,5.299999999999997,0,0,0,0,0,56.5
2018-06-30,5,6,26,2,30,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,0,0,6,26.9,20.7,23.8,0.0,16.5,0,0,0,0,0,0,6.199999999999999,0,0,0,0,0,42.8
2018-07-01,6,7,26,3,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,1,0,1,0,0,0,0,0,7,27.1,20.3,23.7,0.0,15.7,0,0,0,0,0,0,6.800000000000001,0,0,0,0,0,37.6
2018-07-02,0,7,27,3,2,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,1,0,1,0,0,0,0,0,8,27.5,21.6,24.6,0.0,16.5,0,0,0,0,0,0,5.899999999999999,0,0,0,0,0,51.7
2018-07-03,1,7,27,3,3,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,1,0,1,0,0,0,0,0,9,28.3,21.9,25.1,0.0,19.2,0,0,0,0,0,0,6.400000000000002,0,0,0,0,0,53.4
2018-07-04,2,7,27,3,4,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,10,27.7,19.7,23.7,0.0,16.1,0,0,0,0,0,0,8.0,0,0,0,0,0,49.3
2018-07-05,3,7,27,3,5,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,11,28.6,22.1,25.4,0.0,25.7,0,0,0,0,0,0,6.5,0,0,0,0,0,51.1
2018-07-06,4,7,27,3,6,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,12,26.3,20.4,23.4,9.3,16.6,0,0,0,0,1,0,5.900000000000002,0,0,0,0,0,53.4
2018-07-07,5,7,27,3,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,13,28.9,21.6,25.2,0.0,19.6,0,0,0,0,0,0,7.299999999999997,0,0,0,0,0,42.9
2018-07-08,6,7,27,3,8,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,14,30.0,21.6,25.8,0.0,17.8,0,0,0,0,0,0,8.399999999999999,0,0,0,0,0,37.6
2018-07-09,0,7,28,3,9,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,15,30.8,21.6,26.2,0.0,17.2,0,0,0,0,0,0,9.2,0,0,1,0,0,50.3
2018-07-10,1,7,28,3,10,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,16,29.6,22.3,26.0,0.2,20.0,0,0,0,0,0,0,7.300000000000001,0,0,0,0,0,50.6
2018-07-11,2,7,28,3,11,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,17,28.2,22.1,25.2,0.1,16.2,0,0,0,0,0,0,6.099999999999998,0,0,0,0,0,52.5
2018-07-12,3,7,28,3,12,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,18,27.8,20.7,24.2,2.7,23.0,0,0,0,0,0,0,7.100000000000001,0,0,0,0,0,49.6
2018-07-13,4,7,28,3,13,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,19,28.5,19.8,24.2,0.0,22.3,0,0,0,0,0,0,8.7,0,0,0,0,0,47.2
2018-07-14,5,7,28,3,14,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,20,30.3,21.0,25.6,0.0,16.3,0,0,0,0,0,0,9.3,0,0,0,0,0,43.6
2018-07-15,6,7,28,3,15,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,21,28.4,20.5,24.4,0.1,17.8,0,0,0,0,0,0,7.899999999999999,0,0,0,0,0,41.3
2018-07-16,0,7,29,3,16,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,22,27.7,20.9,24.3,16.2,23.9,0,0,0,1,0,0,6.800000000000001,0,0,0,0,0,55.5
2018-07-17,1,7,29,3,17,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,23,27.6,20.4,24.0,0.0,17.4,0,0,0,0,0,0,7.200000000000003,0,0,0,0,0,52.4
2018-07-18,2,7,29,3,18,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,24,27.5,20.4,24.0,0.0,14.5,0,0,0,0,0,0,7.100000000000001,0,0,0,0,0,50.2
2018-07-19,3,7,29,3,19,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,25,28.5,20.4,24.4,0.0,16.6,0,0,0,0,0,0,8.100000000000001,0,0,0,0,0,45.6
2018-07-20,4,7,29,3,20,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,26,29.1,20.0,24.6,0.0,15.5,0,0,0,0,0,0,9.100000000000001,0,0,0,0,0,52.0
2018-07-21,5,7,29,3,21,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,27,27.4,22.1,24.8,3.4,21.7,0,0,0,0,0,0,5.299999999999997,0,0,0,0,0,44.8
2018-07-22,6,7,29,3,22,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,28,26.4,19.5,23.0,1.8,13.8,0,0,0,0,0,0,6.899999999999999,0,0,0,0,0,43.4
2018-07-23,0,7,30,3,23,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,29,28.5,20.4,24.4,0.1,23.7,0,0,0,0,0,0,8.100000000000001,0,0,0,0,0,58.0
2018-07-24,1,7,30,3,24,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,30,28.6,22.2,25.4,0.1,20.4,0,0,0,0,0,0,6.400000000000002,0,0,0,0,0,47.8
2018-07-25,2,7,30,3,25,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,31,30.6,21.6,26.1,0.0,15.8,0,0,0,0,0,0,9.0,0,0,0,0,0,47.2
2018-07-26,3,7,30,3,26,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,32,32.4,21.5,27.0,0.0,22.5,0,0,0,0,0,0,10.899999999999999,0,0,0,0,0,50.5
2018-07-27,4,7,30,3,27,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,33,31.1,21.2,26.2,0.0,23.9,0,0,0,0,0,0,9.900000000000002,0,0,0,0,0,52.5
2018-07-28,5,7,30,3,28,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,34,28.9,21.8,25.4,0.0,20.2,0,0,0,0,0,0,7.099999999999998,0,0,0,0,0,44.7
2018-07-29,6,7,30,3,29,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0,0,0,35,28.8,22.6,25.7,0.1,20.2,0,0,0,0,0,0,6.199999999999999,0,0,0,0,0,51.7
2018-07-30,0,7,31,3,30,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,1,0,0,0,0,0,36,29.9,23.4,26.6,0.0,15.0,0,0,0,0,0,0,6.5,0,0,0,0,0,56.6
2018-07-31,1,7,31,3,31,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,0,0,0,0,0,37,31.1,22.5,26.8,0.0,14.8,0,0,0,0,0,0,8.600000000000001,0,0,0,0,0,55.3
2018-08-01,2,8,31,3,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,1,0,1,0,0,0,0,0,38,32.7,23.9,28.3,0.0,19.1,0,0,0,0,0,0,8.800000000000004,0,0,0,0,0,47.2
2018-08-02,3,8,31,3,2,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,1,0,1,0,0,0,0,0,39,32.5,24.9,28.7,0.0,18.0,0,0,0,0,0,0,7.600000000000001,0,0,0,0,0,45.5
2018-08-03,4,8,31,3,3,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,1,0,1,0,0,0,0,0,40,33.3,25.6,29.4,0.0,15.5,0,0,1,0,0,1,7.699999999999996,0,0,0,0,0,51.1
2018-08-04,5,8,31,3,4,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0,1,0,0,1,0,0,0,0,0,41,35.4,26.1,30.8,0.0,16.8,0,0,1,0,0,1,9.299999999999997,0,0,0,0,0,46.3
